StockCode,Description,UnitPrice,Country
16202,BLACK PHOTO ALBUM,1.0055555555555555,United Kingdom
16206,RED PURSE WITH PINK HEART,1.25,Eire
16207,PINK STRAWBERRY HANDBAG,2.538392857142857,United Kingdom
16216,LETTER SHAPE PENCIL SHARPENER,0.15244444444444444,United Kingdom
16218,CARTOON  PENCIL SHARPENERS,0.26984375,United Kingdom
16219,HOUSE SHAPE PENCIL SHARPENER,0.5126732673267326,United Kingdom
16225,RATTLE SNAKE EGGS,1.4634313725490198,United Kingdom
16235,RECYCLED PENCIL WITH RABBIT ERASER,0.31585798816568045,United Kingdom
16236,KITTY PENCIL ERASERS,0.30455882352941177,United Kingdom
16237,SLEEPING CAT ERASERS,0.2981694915254237,United Kingdom
16238,PARTY TIME PENCIL ERASERS,0.3123880597014925,United Kingdom
16244,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,0.8166666666666668,United Kingdom
16248,BLUE HOLE PUNCH,1.09375,United Kingdom
16254,UNKNOWN,1.2361111111111112,United Kingdom
16258,SWIRLY CIRCULAR RUBBERS IN BAG,0.5884999999999999,United Kingdom
16259,PIECE OF CAMO STATIONERY SET,0.09333333333333334,United Kingdom
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,0.29,United Kingdom
17003,BROCADE RING PURSE,1.0671311475409835,United Kingdom
17007,S/3 POT POURI CUSHIONS BLUE COLOURS,1.4000000000000001,United Kingdom
17011,ORIGAMI SANDLEWOOD INCENSE+FLOWER,1.2233333333333334,United Kingdom
17012,ORIGAMI VANILLA INCENSE/CANDLE SET,1.8285972850678733,United Kingdom
17013,ORIGAMI ROSE INCENSE IN TUBE,1.0793333333333333,United Kingdom
17014,ORIGAMI VANILLA INCENSE CONES,0.8455555555555555,United Kingdom
17021,NAMASTE SWAGAT INCENSE,0.29411764705882354,United Kingdom
17028,INCENSE BAZAAR PEACH,0.42,United Kingdom
17038,PORCELAIN BUDAH INCENSE HOLDER,0.42,United Kingdom
17084,FAIRY DREAMS INCENSE,0.3189010989010989,United Kingdom
17090,VANILLA INCENSE 40 CONES IN TIN,1.1645833333333333,United Kingdom
17091,LAVENDER INCENSE IN TIN,0.7103968253968255,United Kingdom
17096,ASSORTED LAQUERED INCENSE HOLDERS,0.2792307692307692,United Kingdom
17107,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",2.55,United Kingdom
17109,FLOWER FAIRY INCENSE BOUQUET,0.7533333333333333,United Kingdom
17129,BLUE GLASS GEMS IN BAG,1.3610344827586207,United Kingdom
17136,BLUE STONES ON WIRE FOR CANDLE,0.09722222222222222,United Kingdom
17164,ASS COL SMALL SAND GECKO P'WEIGHT,0.42,United Kingdom
17165,ASS COL LARGE SAND FROG P'WEIGHT,0.8166666666666668,United Kingdom
17174,ASSTD RASTA KEY-CHAINS,0.42,United Kingdom
17191,ROSE FLOWER CANDLE+INCENSE 16X16CM,3.75,United Kingdom
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,0.26625,United Kingdom
18094,WHITE AND BLUE CERAMIC OIL BURNER,1.91046511627907,United Kingdom
18097,PINK TALL PORCELAIN T-LIGHT HOLDER,3.0213157894736837,United Kingdom
18098,PORCELAIN BUTTERFLY OIL BURNER,3.7082089552238804,United Kingdom
20615,BLUE POLKADOT PASSPORT COVER,2.5085567010309275,United Kingdom
20616,CHERRY BLOSSOM PASSPORT COVER,1.8074647887323942,United Kingdom
20617,FIRST CLASS PASSPORT COVER,2.251860465116279,United Kingdom
20618,QUEEN OF THE SKIES PASSPORT COVER,2.0278947368421054,United Kingdom
20619,TROPICAL PASSPORT COVER,2.136767676767677,United Kingdom
20622,VIPPASSPORT COVER,2.4062745098039215,United Kingdom
20652,BLUE POLKADOT LUGGAGE TAG,1.517530864197531,United Kingdom
20653,CHERRY BLOSSOM LUGGAGE TAG,1.4815151515151515,United Kingdom
20654,FIRST CLASS LUGGAGE TAG,1.385,United Kingdom
20655,QUEEN OF SKIES LUGGAGE TAG,1.7224242424242426,United Kingdom
20657,TROPICAL LUGGAGE TAG,1.720909090909091,United Kingdom
20658,RED RETROSPOT LUGGAGE TAG,1.731559633027523,United Kingdom
20659,ECONOMY LUGGAGE TAG,1.63984375,United Kingdom
20661,BLUE POLKADOT PURSE,3.397878787878788,United Kingdom
20662,FIRST CLASS HOLIDAY PURSE,2.879,United Kingdom
20663,QUEEN OF THE SKIES HOLIDAY PURSE,2.693,United Kingdom
20664,TROPICAL HOLIDAY PURSE,2.4078947368421053,United Kingdom
20665,RED RETROSPOT PURSE,3.991572327044025,United Kingdom
20666,ECONOMY HOLIDAY PURSE,1.6172222222222221,United Kingdom
20667,CHERRY BLOSSOM PURSE,2.490625,United Kingdom
20668,DISCO BALL CHRISTMAS DECORATION,0.16444954128440367,United Kingdom
20669,RED HEART LUGGAGE TAG,1.675,United Kingdom
20670,VIP HOLIDAY PURSE,3.2436363636363637,United Kingdom
20671,BLUE TEATIME PRINT BOWL,0.8333333333333334,United Kingdom
20674,GREEN POLKADOT BOWL,1.5617874396135267,United Kingdom
20675,BLUE POLKADOT BOWL,1.5849079754601225,United Kingdom
20676,RED RETROSPOT BOWL,1.6292290748898677,United Kingdom
20677,PINK POLKADOT BOWL,1.6489644970414201,United Kingdom
20678,LARGE BLACK DIAMANTE HAIRSLIDE,1.65,Eire
20679,EDWARDIAN PARASOL RED,6.99409090909091,United Kingdom
20681,PINK POLKADOT CHILDRENS UMBRELLA,4.003333333333333,United Kingdom
20682,RED RETROSPOT CHILDRENS UMBRELLA,3.951012145748988,United Kingdom
20684,STRAWBERRY DREAM CHILDS UMBRELLA,3.271315789473684,United Kingdom
20685,DOORMAT RED RETROSPOT,8.922056737588653,United Kingdom
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,3.822179487179487,United Kingdom
20689,UNKNOWN,0.0,United Kingdom
20694,FLORAL PINK MONSTER,4.796111111111111,United Kingdom
20695,FLORAL BLUE MONSTER,4.25,United Kingdom
20696,FLORAL SOFT CAR TOY,4.7219999999999995,United Kingdom
20697,LITTLE GREEN MONSTER SOFT TOY,2.55,United Kingdom
20698,LITTLE PINK MONSTER SOFT TOY,2.55,United Kingdom
20699,MOUSEY LONG LEGS SOFT TOY,2.933333333333333,United Kingdom
20700,GREEN CAT FLORAL CUSHION COVER,4.890545454545455,United Kingdom
20701,PINK CAT FLORAL CUSHION COVER,3.66,United Kingdom
20702,PINK PADDED MOBILE,4.245116279069768,United Kingdom
20703,BLUE PADDED SOFT MOBILE,4.25,United Kingdom
20704,MR ROBOT SOFT TOY,5.872222222222222,United Kingdom
20705,MRS ROBOT SOFT TOY,4.708620689655173,United Kingdom
20707,CRAZY DAISY HEART DECORATION,1.0896666666666666,United Kingdom
20711,JUMBO BAG TOYS,3.0919850187265916,United Kingdom
20712,JUMBO BAG WOODLAND ANIMALS,2.916594533029613,United Kingdom
20713,JUMBO BAG OWLS,2.724256259204713,United Kingdom
20716,PARTY FOOD SHOPPER BAG,1.2811842105263158,United Kingdom
20717,STRAWBERRY SHOPPER BAG,1.671002386634845,United Kingdom
20718,RED RETROSPOT SHOPPER BAG,1.7731903945111491,United Kingdom
20719,WOODLAND CHARLOTTE BAG,1.2041529411764706,United Kingdom
20723,STRAWBERRY CHARLOTTE BAG,1.1957859078590787,United Kingdom
20724,RED RETROSPOT CHARLOTTE BAG,1.1356338028169015,United Kingdom
20725,LUNCH BAG RED RETROSPOT,2.1169188191881916,United Kingdom
20726,LUNCH BAG WOODLAND,2.169761904761905,United Kingdom
20727,LUNCH BAG  BLACK SKULL.,2.099417989417989,United Kingdom
20728,LUNCH BAG CARS BLUE,2.0548776371308013,United Kingdom
20731,POSY CANDY BAG,0.92,United Kingdom
20733,GOLD MINI TAPE MEASURE,0.8452657004830918,United Kingdom
20734,SILVER MINI TAPE MEASURE,1.6166666666666667,United Kingdom
20735,BLACK MINI TAPE MEASURE,1.0998245614035087,United Kingdom
20738,UNKNOWN,0.0,United Kingdom
20748,KENSINGTON COFFEE SET,12.72,United Kingdom
20749,ASSORTED COLOUR MINI CASES,8.063529411764707,United Kingdom
20750,RED RETROSPOT MINI CASES,8.120076923076923,United Kingdom
20751,FUNKY WASHING UP GLOVES ASSORTED,2.3558536585365855,United Kingdom
20752,BLUE POLKADOT WASHING UP GLOVES,2.38125,United Kingdom
20754,RETROSPOT RED WASHING UP GLOVES,2.5037864077669907,United Kingdom
20755,BLUE PAISLEY POCKET BOOK,0.9903225806451613,United Kingdom
20756,GREEN FERN POCKET BOOK,0.8130434782608695,United Kingdom
20757,RED DAISY POCKET BOOK,0.9188235294117647,United Kingdom
20758,ABSTRACT CIRCLES POCKET BOOK,0.8311111111111111,United Kingdom
20759,CHRYSANTHEMUM POCKET BOOK,0.8095238095238095,United Kingdom
20760,GARDEN PATH POCKET BOOK,0.8130434782608695,United Kingdom
20761,BLUE PAISLEY SKETCHBOOK,4.461746031746031,United Kingdom
20762,GREEN FERN SKETCHBOOK,4.153214285714286,United Kingdom
20763,DAISY SKETCHBOOK,3.9829629629629633,United Kingdom
20764,ABSTRACT CIRCLES SKETCHBOOK,4.66961038961039,United Kingdom
20765,CHRYSANTHEMUM SKETCHBOOK,4.255762711864407,United Kingdom
20766,GARDEN PATH SKETCHBOOK,4.450862068965517,United Kingdom
20767,BLUE PAISLEY JOURNAL,2.8722784810126583,United Kingdom
20768,GREEN FERN JOURNAL,2.647272727272727,United Kingdom
20769,DAISY JOURNAL,2.7467647058823528,United Kingdom
20770,ABSTRACT CIRCLE JOURNAL,2.4995833333333333,United Kingdom
20771,CHRYSANTHEMUM  JOURNAL,2.7685,United Kingdom
20772,GARDEN PATH JOURNAL,2.749090909090909,United Kingdom
20773,BLUE PAISLEY NOTEBOOK,1.5230769230769228,United Kingdom
20774,GREEN FERN NOTEBOOK,1.506734693877551,United Kingdom
20775,DAISY NOTEBOOK,1.6659090909090908,United Kingdom
20777,CHRYSANTHEMUM NOTEBOOK,1.7029999999999998,United Kingdom
20778,GARDEN PATH NOTEBOOK,1.3199999999999998,United Kingdom
20780,BLACK EAR MUFF HEADPHONES,7.693793103448276,United Kingdom
20781,GOLD EAR MUFF HEADPHONES,6.05076923076923,United Kingdom
20782,CAMOUFLAGE EAR MUFF HEADPHONES,7.535185185185185,United Kingdom
20785,FUSCHIA RETRO BAR STOOL,32.625,United Kingdom
20793,BLUE TILED TRAY,5.625,United Kingdom
20794,BLUE  TILE HOOK,3.505666666666667,United Kingdom
20795,LARGE BLUE PROVENCAL CERAMIC BALL,2.5684615384615386,United Kingdom
20796,SMALL BLUE PROVENCAL CERAMIC BALL,1.832222222222222,United Kingdom
20798,CLEAR MILKSHAKE GLASS,1.7357142857142858,United Kingdom
20801,LARGE PINK GLASS SUNDAE DISH,1.5715294117647056,United Kingdom
20802,SMALL GLASS SUNDAE DISH CLEAR,1.914153846153846,United Kingdom
20803,SMALL PINK GLASS SUNDAE DISH,1.086046511627907,United Kingdom
20816,UNKNOWN,1.3,United Kingdom
20818,GOLD TEDDY BEAR,5.54,United Kingdom
20819,SILVER TEDDY BEAR,4.016666666666667,United Kingdom
20820,SILVER LOOKING MIRROR,3.3000000000000003,United Kingdom
20821,GOLDIE LOOKING MIRROR,4.4,United Kingdom
20823,GOLD WINE GOBLET,0.7022222222222223,United Kingdom
20825,UNKNOWN,0.0,United Kingdom
20826,SILVER APERITIF GLASS,0.658,United Kingdom
20827,GOLD APERITIF GLASS,0.26,United Kingdom
20828,GLITTER BUTTERFLY CLIPS,3.1662903225806454,United Kingdom
20829,GLITTER HANGING BUTTERFLY STRING,2.4377560975609756,United Kingdom
20830,SILVER PHOTO FRAME,3.018684210526316,United Kingdom
20831,GOLD PHOTO FRAME,2.737948717948718,United Kingdom
20832,RED FLOCK LOVE HEART PHOTO FRAME,0.7350588235294118,United Kingdom
20835,FRENCH LATTICE CUSHION COVER,2.10375,United Kingdom
20836,FRENCH PAISLEY CUSHION COVER,0.83,United Kingdom
20837,FRENCH FLORAL CUSHION COVER,0.9713333333333334,United Kingdom
20838,FRENCH LATTICE CUSHION COVER,1.859655172413793,United Kingdom
20839,FRENCH PAISLEY CUSHION COVER,2.3625471698113207,United Kingdom
20840,FRENCH FLORAL CUSHION COVER,1.962987012987013,United Kingdom
20845,ZINC HEART LATTICE 2 WALL PLANTER,6.35,United Kingdom
20846,ZINC HEART LATTICE T-LIGHT HOLDER,1.6134831460674157,United Kingdom
20847,ZINC HEART LATTICE CHARGER LARGE,4.592222222222222,United Kingdom
20848,ZINC HEART LATTICE CHARGER SMALL,2.95,United Kingdom
20849,UNKNOWN,0.0,United Kingdom
20850,UNKNOWN,0.0,United Kingdom
20851,ZINC HEART LATTICE TRAY OVAL,5.20625,United Kingdom
20854,BLUE PATCH PURSE PINK HEART,1.608181818181818,United Kingdom
20856,DENIM PATCH PURSE PINK BUTTERFLY,1.6434920634920633,United Kingdom
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,1.4849999999999999,United Kingdom
20860,GOLD COSMETICS BAG WITH BUTTERFLY,1.05,United Kingdom
20861,GOLD COSMETIC BAG PINK STAR,2.1,United Kingdom
20863,UNKNOWN,0.0,United Kingdom
20864,UNKNOWN,0.0,United Kingdom
20866,BLUE ROSE FABRIC MIRROR,1.4678260869565216,United Kingdom
20867,PINK ROSE FABRIC MIRROR,1.3288888888888888,United Kingdom
20868,SILVER FABRIC MIRROR,0.7071739130434783,United Kingdom
20869,GOLD FABRIC MIRROR,0.716,United Kingdom
20871,OPULENT VELVET SET/3 CANDLES,4.21,United Kingdom
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,1.09375,United Kingdom
20886,BOX OF 9 PEBBLE CANDLES,2.425327102803738,United Kingdom
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,10.621666666666666,United Kingdom
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,2.814137931034483,United Kingdom
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,3.707333333333333,United Kingdom
20896,UNKNOWN,0.0,United Kingdom
20897,VINTAGE NOTEBOOK PARIS DAYS,3.163846153846154,United Kingdom
20898,VINTAGE NOTEBOOK TRAVELOGUE,2.49,United Kingdom
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,4.54625,United Kingdom
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,6.816315789473685,United Kingdom
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,5.479122807017544,United Kingdom
20906,VINTAGE NOTEBOOK BEAUTY GIRL,1.9666666666666668,United Kingdom
20910,VINTAGE PHOTO ALBUM PARIS DAYS,4.762499999999999,United Kingdom
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3.2739697950377566,United Kingdom
20931,BLUE POT PLANT CANDLE,4.982112676056338,United Kingdom
20932,PINK POT PLANT CANDLE,4.5827027027027025,United Kingdom
20933,YELLOW POT PLANT CANDLE,2.8150000000000004,United Kingdom
20934,SET/3 POT PLANT CANDLES,6.744864864864865,United Kingdom
20935,ROUND CACTUS CANDLE,2.95,United Kingdom
20936,FORKED CACTUS CANDLE,3.7117142857142857,United Kingdom
20941,FROG CANDLE,1.2508695652173913,United Kingdom
20950,UNKNOWN,0.0,United Kingdom
20954,*USB Office Mirror Ball,5.646666666666667,United Kingdom
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1.72,United Kingdom
20957,PORCELAIN HANGING BELL SMALL,1.45,Germany
20960,WATERMELON BATH SPONGE,2.4899999999999998,United Kingdom
20961,STRAWBERRY BATH SPONGE,1.791391304347826,United Kingdom
20963,APPLE BATH SPONGE,1.8230172413793104,United Kingdom
20964,POLYESTER FILLER PAD 60x40cm,1.275,United Kingdom
20966,SANDWICH BATH SPONGE,1.8828712871287128,United Kingdom
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,4.018470588235294,United Kingdom
20969,RED FLORAL FELTCRAFT SHOULDER BAG,4.264025974025974,United Kingdom
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4.190301886792453,United Kingdom
20971,PINK BLUE FELT CRAFT TRINKET BOX,1.4190754716981133,United Kingdom
20972,PINK CREAM FELT CRAFT TRINKET BOX,1.4240064102564103,United Kingdom
20973,12 PENCIL SMALL TUBE WOODLAND,0.7814054054054054,United Kingdom
20974,12 PENCILS SMALL TUBE SKULL,0.7515027322404372,United Kingdom
20975,12 PENCILS SMALL TUBE RED RETROSPOT,0.7290374331550803,United Kingdom
20977,36 PENCILS TUBE WOODLAND,1.4906249999999999,United Kingdom
20978,36 PENCILS TUBE SKULLS,1.6168164794007491,United Kingdom
20979,36 PENCILS TUBE RED RETROSPOT,1.5728445747800588,United Kingdom
20980,36 PENCILS TUBE POSY,1.0213636363636363,United Kingdom
20981,12 PENCILS TALL TUBE WOODLAND,0.9613779527559055,United Kingdom
20982,12 PENCILS TALL TUBE SKULLS,0.9558778625954198,United Kingdom
20983,12 PENCILS TALL TUBE RED RETROSPOT,0.9331071428571428,United Kingdom
20984,12 PENCILS TALL TUBE POSY,0.3790555555555555,United Kingdom
20985,HEART CALCULATOR,1.636043165467626,United Kingdom
20986,BLUE CALCULATOR RULER,1.5937068965517243,United Kingdom
20992,JAZZ HEARTS PURSE NOTEBOOK,0.5452577319587628,United Kingdom
20996,JAZZ HEARTS ADDRESS BOOK,0.3208407079646018,United Kingdom
20997,ROSE DU SUD CUSHION COVER,4.274705882352941,United Kingdom
20998,ROSE DU SUD OVEN GLOVE,2.624285714285714,United Kingdom
21000,ROSE DU SUD COSMETICS BAG,3.5490566037735847,United Kingdom
21001,ROSE DU SUD WASHBAG,4.6192,United Kingdom
21002,ROSE DU SUD DRAWSTRING BAG,3.3995454545454544,United Kingdom
21003,ROSE DU SUD CUSHION COVER,5.887391304347826,United Kingdom
21009,ETCHED GLASS STAR TREE DECORATION,0.625,United Kingdom
21011,UNKNOWN,1.0875,United Kingdom
21012,ANTIQUE ALL GLASS CANDLESTICK,2.310148514851485,United Kingdom
21014,SWISS CHALET TREE DECORATION,0.6674193548387096,United Kingdom
21015,DARK BIRD HOUSE TREE DECORATION,0.6599305555555556,United Kingdom
21018,BIRD BOX CHRISTMAS TREE DECORATION,0.9512499999999999,United Kingdom
21025,SPACE FROG,1.5507142857142857,United Kingdom
21026,SPACE OWL,1.5561764705882353,United Kingdom
21027,NINJA RABBIT PINK,1.0404347826086957,United Kingdom
21028,NINJA RABBIT BLACK,1.5422413793103449,United Kingdom
21030,SPACE CADET RED,1.1894117647058824,United Kingdom
21031,SPACE CADET BLACK,1.2942105263157895,United Kingdom
21032,SPACE CADET WHITE,1.3816666666666668,United Kingdom
21033,JUMBO BAG CHARLIE AND LOLA TOYS,3.135700325732899,United Kingdom
21034,REX CASH+CARRY JUMBO SHOPPER,0.95,United Kingdom
21035,SET/2 RED RETROSPOT TEA TOWELS,4.541528822055137,United Kingdom
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,1.1904000000000001,United Kingdom
21039,RED RETROSPOT SHOPPING BAG,3.075978260869565,United Kingdom
21040,MODERN VINTAGE COTTON SHOPPING BAG,1.3359999999999999,United Kingdom
21041,RED RETROSPOT OVEN GLOVE DOUBLE,4.391846153846155,United Kingdom
21042,RED RETROSPOT APRON,7.178920863309353,United Kingdom
21043,APRON MODERN VINTAGE COTTON,2.914782608695652,United Kingdom
21051,RIBBONS PURSE,1.9329629629629628,United Kingdom
21054,NURSE'S BAG SOFT TOY,8.631612903225806,United Kingdom
21055,TOOL BOX SOFT TOY,10.44122641509434,United Kingdom
21056,DOCTOR'S BAG SOFT TOY,10.091621621621622,United Kingdom
21058,PARTY INVITES WOODLAND,0.9712,United Kingdom
21059,PARTY INVITES DINOSAURS,0.9224210526315789,United Kingdom
21060,PARTY INVITES BALLOON GIRL,0.946619718309859,United Kingdom
21061,PARTY INVITES FOOTBALL,1.0548192771084337,United Kingdom
21062,PARTY INVITES SPACEMAN,0.8575675675675676,United Kingdom
21063,PARTY INVITES JAZZ HEARTS,0.9322549019607843,United Kingdom
21064,BOOM BOX SPEAKER BOYS,4.858349514563107,United Kingdom
21065,BOOM BOX SPEAKER GIRLS,4.37054347826087,United Kingdom
21066,VINTAGE RED MUG,1.5279999999999998,United Kingdom
21067,VINTAGE RED TEATIME MUG,1.6630588235294117,United Kingdom
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1.662227722772277,United Kingdom
21069,VINTAGE BILLBOARD TEA MUG,1.7159090909090908,United Kingdom
21070,VINTAGE BILLBOARD MUG,1.6324074074074075,United Kingdom
21071,VINTAGE BILLBOARD DRINK ME MUG,1.6883516483516483,United Kingdom
21078,SET/20 STRAWBERRY PAPER NAPKINS,1.2519303797468355,United Kingdom
21080,SET/20 RED RETROSPOT PAPER NAPKINS,1.0920039682539682,United Kingdom
21082,SET/20 FRUIT SALAD PAPER NAPKINS,1.5673076923076923,United Kingdom
21084,SET/6 COLLAGE PAPER CUPS,0.4994054054054054,United Kingdom
21086,SET/6 RED SPOTTY PAPER CUPS,0.9603908045977011,United Kingdom
21087,UNKNOWN,0.5355555555555556,United Kingdom
21088,SET/6 FRUIT SALAD PAPER CUPS,0.41182692307692303,United Kingdom
21089,SET/6 GREEN SPRING PAPER CUPS,0.2734615384615385,United Kingdom
21090,SET/6 COLLAGE PAPER PLATES,0.6319819819819819,United Kingdom
21094,SET/6 RED SPOTTY PAPER PLATES,0.9860338345864661,United Kingdom
21095,SET/6 POSIES PAPER PLATES,0.8412499999999999,United Kingdom
21096,SET/6 FRUIT SALAD  PAPER PLATES,0.5745714285714285,United Kingdom
21098,CHRISTMAS TOILET ROLL,1.6656015037593985,United Kingdom
21100,CHARLIE AND LOLA CHARLOTTE BAG,3.2882142857142855,United Kingdom
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,3.8114814814814815,United Kingdom
21107,CREAM SLICE FLANNEL PINK SPOT,3.8324489795918364,United Kingdom
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2.31109022556391,United Kingdom
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",5.655555555555555,United Kingdom
21110,LARGE CAKE TOWEL PINK SPOTS,6.216715328467153,United Kingdom
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",2.9389473684210525,United Kingdom
21112,"SWISS ROLL TOWEL, PINK  SPOTS",3.0414634146341464,United Kingdom
21114,LAVENDER SCENTED FABRIC HEART,1.9349999999999998,United Kingdom
21115,ROSE CARAVAN DOORSTOP,7.511472392638037,United Kingdom
21116,OWL DOORSTOP,6.5336923076923075,United Kingdom
21117,BLOND DOLL DOORSTOP,1.6428571428571428,United Kingdom
21120,*Boombox Ipod Classic,8.49,United Kingdom
21121,SET/10 RED POLKADOT PARTY CANDLES,1.3702072538860104,United Kingdom
21122,SET/10 PINK POLKADOT PARTY CANDLES,1.3719546742209632,United Kingdom
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1.1863291139240506,United Kingdom
21124,SET/10 BLUE POLKADOT PARTY CANDLES,1.2976734693877552,United Kingdom
21125,SET 6 FOOTBALL CELEBRATION CANDLES,1.3189622641509433,United Kingdom
21126,SET OF 6 GIRLS CELEBRATION CANDLES,1.3354330708661417,United Kingdom
21128,GOLD FISHING GNOME,10.019166666666667,United Kingdom
21129,SILVER FISHING GNOME,9.275714285714287,United Kingdom
21131,GOLD STANDING GNOME,5.6049999999999995,United Kingdom
21132,SILVER STANDING GNOME,5.079090909090909,United Kingdom
21134,UNKNOWN,0.0,United Kingdom
21135,VICTORIAN  METAL POSTCARD SPRING,1.8537765957446808,United Kingdom
21136,PAINTED METAL PEARS ASSORTED,1.8009234828496041,United Kingdom
21137,BLACK RECORD COVER FRAME,4.196570680628272,United Kingdom
21143,ANTIQUE GLASS HEART DECORATION,2.277674418604651,United Kingdom
